Appliance,Model,Wattage,Company,Months,Seasonal Usage
TV,TCL 65S425 65-Inch,140,TCL,All Year,Medium
TV,Hisense 50H8F 50-Inch,110,Hisense,All Year,Low
TV,Panasonic TX-55EX780 55-Inch,135,Panasonic,All Year,Medium
TV,Sharp 55N7000U 55-Inch,115,Sharp,All Year,Medium
TV,Samsung 75Q70T QLED,150,Samsung,All Year,Medium
TV,LG 55SK9000PUA 55-Inch,125,LG,All Year,Medium
TV,Sony 65X900F 65-Inch,140,Sony,All Year,Medium
TV,Hisense 65H9G 65-Inch,140,Hisense,All Year,Medium
TV,TCL 75Q825 75-Inch,155,TCL,All Year,Medium
TV,Vizio M-Series 70-Inch,145,Vizio,All Year,Medium
TV,Panasonic TX-50GZ1000 50-Inch,125,Panasonic,All Year,Medium
TV,Philips 55PUS6401 55-Inch,105,Philips,All Year,Low
TV,Samsung QN95T 55-Inch QLED,160,Samsung,All Year,Medium
TV,LG 65NANO85UNA 65-Inch,140,LG,All Year,Medium
TV,Samsung QN70Q60AAFXZA 70-Inch,150,Samsung,All Year,Medium
TV,Samsung 55Q80T QLED,135,Samsung,All Year,Medium
TV,Sony X90J 55-Inch,140,Sony,All Year,Medium
TV,Hisense 50P615 50-Inch,110,Hisense,All Year,Low
TV,Philips 65PUS6262 65-Inch,120,Philips,All Year,Medium
TV,Panasonic TX-55EZ950 55-Inch,130,Panasonic,All Year,Medium
TV,Hisense 45U6G 45-Inch,105,Hisense,All Year,Low
TV,TCL 55R635 55-Inch,130,TCL,All Year,Medium
TV,Samsung 70Q60T QLED 70-Inch,150,Samsung,All Year,Medium
TV,Philips 50PUS7554 50-Inch,115,Philips,All Year,Low
TV,Sony 65X800H 65-Inch,145,Sony,All Year,Medium
TV,Hisense 70-Inch 4K LED TV,160,Vizio,All Year,Medium
TV,Samsung 75Q70R QLED 75-Inch,155,Samsung,All Year,Medium
TV,Samsung QN90B Neo QLED 55-Inch,150,Samsung,All Year,Medium
TV,LG OLED65CXPUA 65-Inch OLED,130,LG,All Year,Medium
TV,Sony Bravia XR-65A90J 65-Inch OLED,140,Sony,All Year,Medium
TV,TCL 6-Series 55R635 55-Inch,125,TCL,All Year,Medium
TV,Vizio P-Series Quantum 65-Inch,145,Vizio,All Year,Medium
TV,Hisense U8H 65-Inch 4K ULED,150,Hisense,All Year,Medium
TV,Panasonic TX-55JZ2000 55-Inch,130,Panasonic,All Year,Medium
TV,Philips 55OLED803/12 55-Inch OLED,120,Philips,All Year,Medium
TV,Sharp LC-70N7000U 70-Inch,160,Sharp,All Year,Medium
TV,Samsung 65Q70T QLED 65-Inch,145,Samsung,All Year,Medium
TV,LG 55NANO90UNA 55-Inch NanoCell,120,LG,All Year,Medium
TV,Sony XBR-65X900F 65-Inch,150,Sony,All Year,Medium
TV,TCL 4-Series 43S425 43-Inch,100,TCL,All Year,Low
TV,Vizio 50-Inch 4K Smart TV,125,Vizio,All Year,Medium
TV,Hisense 55U7G 55-Inch 4K,120,Hisense,All Year,Medium
TV,Panasonic TX-65HZ2000 65-Inch,140,Panasonic,All Year,Medium
TV,Philips 70PUS8505 70-Inch,130,Philips,All Year,Medium
TV,Sharp LC-55N7000U 55-Inch,110,Sharp,All Year,Medium
TV,Samsung QN75Q90B 75-Inch QLED,155,Samsung,All Year,High
TV,LG OLED77CXPUA 77-Inch OLED,160,LG,All Year,High
TV,Sony Bravia XR-55X90J 55-Inch,135,Sony,All Year,Medium
TV,TCL 55S425 55-Inch 4K,125,TCL,All Year,Medium
TV,Vizio D-Series 40-Inch,90,Vizio,All Year,Low
TV,Hisense 65H8G 65-Inch 4K,140,Hisense,All Year,Medium
TV,Panasonic TX-50FZ800 50-Inch,110,Panasonic,All Year,Low
TV,Philips 58PUS7304 58-Inch,120,Philips,All Year,Medium
TV,Sharp LC-70UQ17U 70-Inch 4K,160,Sharp,All Year,Medium
TV,Samsung 85QN800A 85-Inch Neo QLED,200,Samsung,All Year,High
TV,LG 70UN7370PUA 70-Inch,145,LG,All Year,Medium
TV,Sony 75X900H 75-Inch,170,Sony,All Year,High
TV,TCL 6-Series 65R635 65-Inch,130,TCL,All Year,Medium
TV,Vizio 65-Inch 4K Smart TV,140,Vizio,All Year,Medium
TV,Hisense 50H9G 50-Inch,110,Hisense,All Year,Low
TV,Panasonic TX-58HX900 58-Inch,135,Panasonic,All Year,Medium
TV,Philips 70PUS8505/12 70-Inch,130,Philips,All Year,Medium
TV,Sharp LC-55N7000U 55-Inch,110,Sharp,All Year,Medium
TV,Samsung 65Q90T 65-Inch QLED,150,Samsung,All Year,Medium
TV,LG 60NANO85UNA 60-Inch,130,LG,All Year,Medium
TV,Sony XBR-55X950H 55-Inch,145,Sony,All Year,Medium
TV,TCL 65R617 65-Inch 4K,140,TCL,All Year,Medium
TV,Vizio M-Series Quantum 55-Inch,135,Vizio,All Year,Medium
TV,Hisense 70U7G 70-Inch 4K,160,Hisense,All Year,High
TV,Panasonic TX-65EZ950 65-Inch,140,Panasonic,All Year,Medium
TV,Philips 55PUS7304 55-Inch,125,Philips,All Year,Medium
TV,Sharp LC-50N7000U 50-Inch,100,Sharp,All Year,Low
TV,Samsung QN85Q80AAFXZA 85-Inch,160,Samsung,All Year,Medium
TV,Samsung QN75Q70TAFXZA 75-Inch,155,Samsung,All Year,Medium
TV,LG 55UM7300PUA 55-Inch,120,LG,All Year,Medium
TV,Sony XBR-75X950H 75-Inch,160,Sony,All Year,High
TV,TCL 65S405 65-Inch 4K,125,TCL,All Year,Medium
TV,Vizio 55-Inch V-Series 4K,130,Vizio,All Year,Medium
TV,Hisense 55H9F 55-Inch 4K,140,Hisense,All Year,Medium
TV,Panasonic TX-65GX800 65-Inch,130,Panasonic,All Year,Medium
TV,Philips 43PUS7304 43-Inch,110,Philips,All Year,Low
TV,Sharp LC-60N7000U 60-Inch,145,Sharp,All Year,Medium
TV,Samsung 55QN90A 55-Inch Neo QLED,150,Samsung,All Year,Medium
TV,LG 65NANO90UNA 65-Inch NanoCell,135,LG,All Year,Medium
TV,Sony Bravia XR-55A80J 55-Inch OLED,145,Sony,All Year,Medium
TV,TCL 50R635 50-Inch 4K,120,TCL,All Year,Medium
TV,Vizio M-Series Quantum 50-Inch,135,Vizio,All Year,Medium
TV,Hisense 70H9G 70-Inch 4K,160,Hisense,All Year,High
TV,Panasonic TX-55HZ1000 55-Inch OLED,130,Panasonic,All Year,Medium
TV,Philips 55PUS8505 55-Inch,125,Philips,All Year,Medium
TV,Sharp LC-43N7000U 43-Inch,105,Sharp,All Year,Low
TV,Samsung 75QN800A 75-Inch Neo QLED,180,Samsung,All Year,High
TV,LG 77CXPUA 77-Inch OLED,160,LG,All Year,High
TV,Sony XBR-65X900H 65-Inch,145,Sony,All Year,Medium
TV,TCL 55S425 55-Inch 4K,120,TCL,All Year,Medium
TV,Vizio D-Series 40-Inch,90,Vizio,All Year,Low
TV,Hisense 65H8G 65-Inch 4K,140,Hisense,All Year,Medium
TV,Panasonic TX-50FZ800 50-Inch,110,Panasonic,All Year,Low
TV,Philips 58PUS7304 58-Inch,120,Philips,All Year,Medium
TV,Sharp LC-70UQ17U 70-Inch 4K,160,Sharp,All Year,Medium
TV,Samsung 85QN800A 85-Inch Neo QLED,200,Samsung,All Year,High
TV,LG 70UN7370PUA 70-Inch,145,LG,All Year,Medium
TV,Sony 75X900H 75-Inch,170,Sony,All Year,High
TV,TCL 6-Series 65R635 65-Inch,130,TCL,All Year,Medium
TV,Vizio 65-Inch 4K Smart TV,140,Vizio,All Year,Medium
TV,Hisense 50H9G 50-Inch,110,Hisense,All Year,Low
TV,Panasonic TX-58HX900 58-Inch,135,Panasonic,All Year,Medium
TV,Philips 70PUS8505/12 70-Inch,130,Philips,All Year,Medium
TV,Sharp LC-55N7000U 55-Inch,110,Sharp,All Year,Medium
TV,Samsung 65Q90T 65-Inch QLED,150,Samsung,All Year,Medium
TV,LG 60NANO85UNA 60-Inch,130,LG,All Year,Medium
TV,Sony XBR-55X950H 55-Inch,145,Sony,All Year,Medium
TV,TCL 65R617 65-Inch 4K,140,TCL,All Year,Medium
TV,Vizio M-Series Quantum 55-Inch,135,Vizio,All Year,Medium
TV,Hisense 70U7G 70-Inch 4K,160,Hisense,All Year,High
TV,Panasonic TX-65EZ950 65-Inch,140,Panasonic,All Year,Medium
TV,Philips 55PUS7304 55-Inch,125,Philips,All Year,Medium
TV,Sharp LC-50N7000U 50-Inch,100,Sharp,All Year,Low
TV,Samsung QN85Q80AAFXZA 85-Inch,160,Samsung,All Year,Medium
Washing Machine,WF45R6100AP 4.5 cu. ft. Front Load,1200,Samsung,All Year,Medium
Washing Machine,Bosch WAT28402UC 24-Inch,1500,Bosch,All Year,Medium
Washing Machine,Whirlpool WFL-70600 7kg Front Load,1000,Whirlpool,All Year,Low
Washing Machine,LG WM8100HVA 5.2 cu. ft. Front Load,1800,LG,All Year,Medium
Washing Machine,Samsung WA52M7750AW 5.2 cu. ft.,1300,Samsung,All Year,Medium
Washing Machine,IFB AXIS 8 KG 1000 RPM,900,IFB,All Year,Low
Washing Machine,Daewoo DWM90A 9kg,1200,Daewoo,All Year,Medium
Washing Machine,Eureka Forbes ESL-20 2 kg,500,Eureka Forbes,All Year,Low
Washing Machine,MarQ WM-MC1055 10 kg,1000,MarQ,All Year,Medium
Washing Machine,LG WM3900HWA 4.5 cu. ft.,1400,LG,All Year,Medium
Washing Machine,Haier HW100-B14979 10 kg,1100,Haier,All Year,Low
Washing Machine,Whirlpool WTW5000DW 4.8 cu. ft.,1000,Whirlpool,All Year,Low
Washing Machine,Samsung WA70J3000GW 7.0 kg,850,Samsung,All Year,Medium
Washing Machine,LG CGWBS 8 KG 1000 RPM,950,LG,All Year,Medium
Washing Machine,Electrolux FGW 1365W 6 kg,700,Electrolux,All Year,Low
Washing Machine,Haier HEW-60 6kg Top Load,800,Haier,All Year,Low
Washing Machine,Whirlpool WTL-95 9.5 kg,1200,Whirlpool,All Year,Medium
Washing Machine,Dew DD-W85 8.5 kg,1000,Dew,All Year,Low
Washing Machine,IFB FLW 914 9kg,800,IFB,All Year,Medium
Washing Machine,LG XL-60 6 kg,700,LG,All Year,Low
Washing Machine,Volt VMW 4501 4.5 kg,700,Volt,All Year,Low
Washing Machine,Samsung WM52 5.2 kg,1200,Samsung,All Year,Medium
Washing Machine,Electrolux ENX-705 7 kg,900,Electrolux,All Year,Medium
Washing Machine,Indesit FL-600 6kg Front Load,1000,Indesit,All Year,Low
Washing Machine,Godrej GT-W60F 6 kg,1100,Godrej,All Year,Medium
Washing Machine,Panasonic Twin-Tub-120 12 kg,850,Panasonic,All Year,Low
Washing Machine,Siemens Front-1800 8 kg,1500,Siemens,All Year,High
Washing Machine,Whirlpool 8-Loader 8 kg,1200,Whirlpool,All Year,Medium
Washing Machine,Sharp Sh-9 9 kg,1000,Sharp,All Year,Low
Washing Machine,Bosch BOS-7 7 kg,950,Bosch,All Year,Medium
Washing Machine,Godrej TM-WM28 2.8 kg,600,Godrej,All Year,Low
Washing Machine,Samsung WF52M8500AW 5.2 cu. ft.,1500,Samsung,All Year,Medium
Washing Machine,Xiaomi XD1400E 10 kg,800,Xiaomi,All Year,Low
Washing Machine,Whirlpool WT70 7 kg Top Load,1000,Whirlpool,All Year,Low
Washing Machine,Siemens SGW-91 9.1 kg,1100,Siemens,All Year,Medium
Washing Machine,Sony WS-1202 12 kg,800,Sony,All Year,Low
Washing Machine,MarQ WMT-5 5 kg,700,MarQ,All Year,Low
Washing Machine,Bosch Automatic WM 6.5 kg,950,Bosch,All Year,Medium
Washing Machine,IFB Smart 10kg 1000 RPM,1200,IFB,All Year,Medium
Washing Machine,Electrolux WX1000-7A 10 kg,1300,Electrolux,All Year,Low
Washing Machine,Haier WTL 6.5 kg,1100,Haier,All Year,Medium
Washing Machine,LG Digital 7 kg,800,LG,All Year,Low
Washing Machine,Whirlpool PRO 8 kg Top Load,1100,Whirlpool,All Year,Medium
Washing Machine,Panasonic 1003 10 kg,1300,Panasonic,All Year,Medium
Washing Machine,Siemens Top-Loader 8 kg,950,Siemens,All Year,Medium
Washing Machine,IFB Storm 7 kg,800,IFB,All Year,Low
Washing Machine,Samsung WM-T8010 8 kg,1200,Samsung,All Year,Medium
Washing Machine,Haier Compact 5 kg,700,Haier,All Year,Low
Washing Machine,Whirlpool WT60E-4 6 kg,850,Whirlpool,All Year,Medium
Washing Machine,Bosch Amelia 8 kg,1100,Bosch,All Year,Medium
Washing Machine,Electrolux Electro 7 kg,900,Electrolux,All Year,Low
Washing Machine,Siemens Top-Load-10 10 kg,1500,Siemens,All Year,Medium
Washing Machine,Godrej HYDRA 7 kg,1000,Godrej,All Year,Low
Washing Machine,Haier XPRESS 7 kg,1100,Haier,All Year,Medium
Washing Machine,Whirlpool SLIM-TUB 8 kg,1200,Whirlpool,All Year,Medium
Washing Machine,Siemens FSX-77 7 kg,1100,Siemens,All Year,Low
Washing Machine,Panasonic 4D-Quick 7 kg,1000,Panasonic,All Year,Low
Washing Machine,Samsung 5.5KG 5.5 kg,800,Samsung,All Year,Low
Washing Machine,LG SJ6 6 kg,900,LG,All Year,Low
Washing Machine,IFB Inverter 8 kg,1200,IFB,All Year,Medium
Washing Machine,Whirlpool 7.5 kg Top Load,1000,Whirlpool,All Year,Medium
Washing Machine,Bosch LR85 8.5 kg,950,Bosch,All Year,Medium
Washing Machine,Siemens XS7 7 kg,850,Siemens,All Year,Low
Washing Machine,Electrolux Turbo 8 kg,1200,Electrolux,All Year,Medium
Washing Machine,Haier Smart-Wash 10 kg,1300,Haier,All Year,Medium
Washing Machine,Godrej 4K 6 kg,800,Godrej,All Year,Low
Washing Machine,LG 600T 6 kg,750,LG,All Year,Low
Washing Machine,Siemens W7-610 10 kg,1400,Siemens,All Year,High
Washing Machine,Whirlpool AC-100 9 kg,1100,Whirlpool,All Year,Medium
Washing Machine,IFB Pro-wash 8 kg,1150,IFB,All Year,Medium
Washing Machine,Panasonic Smart-Wash 7 kg,1200,Panasonic,All Year,Medium
Washing Machine,Bosch XF-101 10 kg,1300,Bosch,All Year,Medium
Washing Machine,Electrolux Deep-Clean 7 kg,950,Electrolux,All Year,Low
Washing Machine,IFB 13K-55 5.5 kg,700,IFB,All Year,Low
Washing Machine,Whirlpool WLB-8000 8 kg,1200,Whirlpool,All Year,Medium
Washing Machine,Bosch Matic 6 kg,900,Bosch,All Year,Low
Washing Machine,Siemens RMX-9 9 kg,1100,Siemens,All Year,Medium
Washing Machine,LG Axial 7 kg,800,LG,All Year,Low
Washing Machine,Haier Delta 10 kg,1250,Haier,All Year,Medium
Washing Machine,Godrej Auto-Spin 8 kg,950,Godrej,All Year,Low
Washing Machine,Panasonic SLX-10 10 kg,1300,Panasonic,All Year,Medium
Washing Machine,Whirlpool WashPro 9 kg,1200,Whirlpool,All Year,Medium
Washing Machine,Bosch 1500L 7 kg,900,Bosch,All Year,Low
Washing Machine,Siemens Tri-Wash 8 kg,1100,Siemens,All Year,Medium
Washing Machine,IFB Stealth 10 kg,1200,IFB,All Year,Low
Washing Machine,Electrolux Quick-wash 6 kg,750,Electrolux,All Year,Low
Washing Machine,Samsung TurboJet 7 kg,1000,Samsung,All Year,Medium
Washing Machine,Haier Next-Gen 8 kg,1150,Haier,All Year,Medium
Washing Machine,Whirlpool XL-5000 8 kg,1250,Whirlpool,All Year,Medium
Washing Machine,Samsung WW80J5555FX 8kg Front Load,2000,Samsung,All Year,Medium
Washing Machine,LG F4V708WTS 8 kg Front Load,1500,LG,All Year,Medium
Washing Machine,Whirlpool FFWF7108 7 kg Front Load,1800,Whirlpool,All Year,Medium
Washing Machine,Bosch WAN2426IN 7 kg Front Load,2000,Bosch,All Year,Medium
Washing Machine,IFB Senator WXS 8 kg,2100,IFB,All Year,High
Washing Machine,Haier HWM58-020 5.8 kg Top Load,950,Haier,All Year,Low
Washing Machine,Godrej WT 700 C 7 kg,1000,Godrej,All Year,Medium
Washing Machine,Panasonic NA-F80A4HRB 8 kg Top Load,1200,Panasonic,All Year,Low
Washing Machine,Siemens WM10K261IN 7 kg Front Load,2100,Siemens,All Year,Medium
Washing Machine,Samsung WA65A4002VS 6.5 kg Top Load,1200,Samsung,All Year,Medium
Washing Machine,Whirlpool 360° Bloomwash Pro 7 kg,1450,Whirlpool,All Year,Medium
Washing Machine,LG T70SJSF1Z 7 kg Top Load,1000,LG,All Year,Low
Washing Machine,IFB TL-SG6 6 kg Top Load,800,IFB,All Year,Low
Washing Machine,Bosch WAB16060IN 6 kg Front Load,1300,Bosch,All Year,Medium
Washing Machine,Haier HWM58-020 5.8 kg Top Load,850,Haier,All Year,Low
Washing Machine,Godrej GWF 710 7 kg Front Load,1500,Godrej,All Year,Medium
Washing Machine,Panasonic NA-W80B5 8 kg Top Load,1100,Panasonic,All Year,Low
Washing Machine,Siemens WM14URH0IN 8 kg Front Load,2200,Siemens,All Year,High
Washing Machine,Samsung WF42H5000AW 7.4 kg Front Load,1300,Samsung,All Year,Medium
Washing Machine,Whirlpool Super 6.5 kg,1000,Whirlpool,All Year,Low
Washing Machine,LG P8035SPM 8 kg Top Load,1200,LG,All Year,Medium
Washing Machine,IFB Aqua 6.5 kg,1000,IFB,All Year,Low
Washing Machine,Bosch Serie 6 WAJ2426SIN 7 kg,2000,Bosch,All Year,Medium
Washing Machine,Haier HWM 65-020 6.5 kg,800,Haier,All Year,Low
Washing Machine,Godrej Eon 7 kg Front Load,1500,Godrej,All Year,Medium
Washing Machine,Panasonic NA-F80B6HRB 8 kg Top Load,1200,Panasonic,All Year,Low
Washing Machine,Siemens WM14K260IN 7 kg Front Load,2200,Siemens,All Year,Medium
Washing Machine,Samsung WA75A4002SS 7.5 kg Top Load,1200,Samsung,All Year,Low
Washing Machine,Whirlpool Magic Clean 7 kg,1000,Whirlpool,All Year,Medium
Washing Machine,LG T70SJSF1Z 7 kg Top Load,1000,LG,All Year,Medium
Washing Machine,IFB TL-SG6 6 kg Top Load,800,IFB,All Year,Low
Washing Machine,Bosch WAB16060IN 6 kg Front Load,1300,Bosch,All Year,Medium
Washing Machine,Haier HWM58-020 5.8 kg Top Load,850,Haier,All Year,Low
Washing Machine,Godrej GWF 710 7 kg Front Load,1500,Godrej,All Year,Medium
Washing Machine,Panasonic NA-W80B5 8 kg Top Load,1100,Panasonic,All Year,Low
Washing Machine,Siemens WM14URH0IN 8 kg Front Load,2200,Siemens,All Year,High
Washing Machine,Samsung WF42H5000AW 7.4 kg Front Load,1300,Samsung,All Year,Medium
Washing Machine,Whirlpool Super 6.5 kg,1000,Whirlpool,All Year,Low
Washing Machine,LG P8035SPM 8 kg Top Load,1200,LG,All Year,Medium
Washing Machine,IFB Aqua 6.5 kg,1000,IFB,All Year,Low
Washing Machine,Bosch Serie 6 WAJ2426SIN 7 kg,2000,Bosch,All Year,Medium
Washing Machine,Haier HWM 65-020 6.5 kg,800,Haier,All Year,Low
Washing Machine,Godrej Eon 7 kg Front Load,1500,Godrej,All Year,Medium
Washing Machine,Panasonic NA-F80B6HRB 8 kg Top Load,1200,Panasonic,All Year,Low
Washing Machine,Siemens WM14K260IN 7 kg Front Load,2200,Siemens,All Year,Medium
Washing Machine,Samsung WA75A4002SS 7.5 kg Top Load,1200,Samsung,All Year,Low
Washing Machine,Whirlpool Magic Clean 7 kg,1000,Whirlpool,All Year,Medium